"play_id","session_id","content_id","skipped","seconds_played"
"P00074721","SS00026625","C001049","",1330
"P00074722","SS00026626","C007372","",631
"P00074723","SS00026626","C005480","",139
"P00074724","SS00026626","C011835",1,20
"P00074725","SS00026626","C022524","",185
"P00074726","SS00026627","C027352",1,33
"P00074727","SS00026627","C030778","",1657
"P00074728","SS00026628","C005771","",1729
"P00074729","SS00026628","C018458","",166
"P00074730","SS00026628","C014099","",148
"P00074731","SS00026628","C010851",1,40
"P00074732","SS00026629","C027745",1,7
"P00074733","SS00026629","C011429","",251
"P00074734","SS00026630","C020803","",244
"P00074735","SS00026630","C023832","",261
"P00074736","SS00026631","C004531","",176
"P00074737","SS00026631","C001234","",182
"P00074738","SS00026631","C011429","",109
"P00074739","SS00026632","C009396","",243
"P00074740","SS00026632","C033455","",212
"P00074741","SS00026633","C025661","",1355
"P00074742","SS00026633","C011615",1,39
"P00074743","SS00026633","C006799",1,29
"P00074744","SS00026634","C003311","",267
"P00074745","SS00026634","C002577","",118
"P00074746","SS00026634","C027453","",198
"P00074747","SS00026635","C015971","",94
"P00074748","SS00026635","C022863","",958
"P00074749","SS00026635","C002714","",673
"P00074750","SS00026636","C015776","",214
"P00074751","SS00026636","C030238",1,28
"P00074752","SS00026636","C021441",1,26
"P00074753","SS00026636","C032377","",159
"P00074754","SS00026637","C010549","",1685
"P00074755","SS00026637","C032391",1,19
"P00074756","SS00026638","C010741","",911
"P00074757","SS00026638","C012751","",130
"P00074758","SS00026638","C022283","",1324
"P00074759","SS00026639","C003871","",3129
"P00074760","SS00026639","C013461","",747
"P00074761","SS00026639","C013927",1,33
"P00074762","SS00026640","C028763",1,5
"P00074763","SS00026640","C009081","",1870
"P00074764","SS00026641","C004654","",2023
"P00074765","SS00026641","C021558","",103
"P00074766","SS00026641","C028842","",740
"P00074767","SS00026642","C027084","",209
"P00074768","SS00026642","C001113",1,6
"P00074769","SS00026643","C003475","",1432
"P00074770","SS00026643","C001950","",356
"P00074771","SS00026643","C005838","",242
"P00074772","SS00026644","C024007","",769
"P00074773","SS00026644","C015312",1,13
"P00074774","SS00026644","C020242","",238
"P00074775","SS00026644","C000934","",164
"P00074776","SS00026645","C014150","",144
"P00074777","SS00026645","C017382","",181
"P00074778","SS00026645","C021464","",184
"P00074779","SS00026646","C016582","",1610
"P00074780","SS00026646","C020292","",664
"P00074781","SS00026647","C012721","",247
"P00074782","SS00026647","C026107","",254
"P00074783","SS00026648","C011682",1,42
"P00074784","SS00026648","C026153",1,18
"P00074785","SS00026648","C007183",1,19
"P00074786","SS00026648","C001191","",237
"P00074787","SS00026649","C026404","",180
"P00074788","SS00026649","C023062","",1249
"P00074789","SS00026650","C020411","",250
"P00074790","SS00026650","C009090","",1937
"P00074791","SS00026651","C000853","",199
"P00074792","SS00026651","C009221","",1944
"P00074793","SS00026652","C007875","",248
"P00074794","SS00026652","C030617",1,35
"P00074795","SS00026652","C032514","",2737
"P00074796","SS00026653","C007352","",240
"P00074797","SS00026653","C001617","",255
"P00074798","SS00026654","C032250","",1181
"P00074799","SS00026654","C030840","",208
"P00074800","SS00026654","C026522","",1734
"P00074801","SS00026655","C030833","",681
"P00074802","SS00026655","C021460","",238
"P00074803","SS00026655","C005176",1,16
"P00074804","SS00026655","C021312",1,40
"P00074805","SS00026656","C013749",1,31
"P00074806","SS00026656","C006826","",759
"P00074807","SS00026657","C015337","",90
"P00074808","SS00026657","C023031","",225
"P00074809","SS00026658","C002157","",190
"P00074810","SS00026658","C017719","",202
"P00074811","SS00026659","C012914","",101
"P00074812","SS00026659","C020384","",163
"P00074813","SS00026659","C005340","",1213
"P00074814","SS00026660","C013500",1,18
"P00074815","SS00026660","C015620","",201
"P00074816","SS00026660","C033656","",142
"P00074817","SS00026660","C025974","",92
"P00074818","SS00026661","C028614","",146
"P00074819","SS00026661","C022132","",89
"P00074820","SS00026661","C029099","",2039
"P00074821","SS00026661","C031617",1,41
"P00074822","SS00026662","C017341",1,16
"P00074823","SS00026662","C001652","",159
"P00074824","SS00026662","C002644",1,36
"P00074825","SS00026662","C028137","",1095
"P00074826","SS00026662","C023591","",857
"P00074827","SS00026663","C010756","",1165
"P00074828","SS00026663","C000484","",123
"P00074829","SS00026663","C031933",1,38
"P00074830","SS00026663","C027605","",122
"P00074831","SS00026663","C019492","",1517
"P00074832","SS00026664","C001941","",811
"P00074833","SS00026664","C025806","",214
"P00074834","SS00026665","C022584","",1156
"P00074835","SS00026665","C005381",1,37
"P00074836","SS00026666","C031696",1,35
"P00074837","SS00026666","C015590","",177
"P00074838","SS00026667","C003986","",1363
"P00074839","SS00026667","C015890","",371
"P00074840","SS00026667","C021938","",2218
"P00074841","SS00026668","C016050","",891
"P00074842","SS00026668","C033640",1,17
"P00074843","SS00026668","C032635","",226
"P00074844","SS00026669","C004314","",618
"P00074845","SS00026669","C014271",1,22
"P00074846","SS00026669","C005496",1,15
"P00074847","SS00026670","C012777",1,6
"P00074848","SS00026670","C003317","",224
"P00074849","SS00026670","C017389","",103
"P00074850","SS00026670","C003206","",1292
"P00074851","SS00026670","C006524","",168
"P00074852","SS00026671","C000804","",845
"P00074853","SS00026671","C012611",1,40
"P00074854","SS00026671","C029077",1,40
"P00074855","SS00026671","C019066",1,9
"P00074856","SS00026672","C008804","",120
"P00074857","SS00026672","C017715","",2003
"P00074858","SS00026672","C030696","",228
"P00074859","SS00026673","C000283","",255
"P00074860","SS00026673","C002412",1,23
"P00074861","SS00026674","C005336","",192
"P00074862","SS00026674","C003631","",650
"P00074863","SS00026674","C030718","",149
"P00074864","SS00026675","C029812","",607
"P00074865","SS00026675","C007364",1,35
"P00074866","SS00026676","C021543","",127
"P00074867","SS00026676","C008977","",156
"P00074868","SS00026676","C022931","",271
"P00074869","SS00026677","C022492","",677
"P00074870","SS00026677","C017331","",124
"P00074871","SS00026677","C023471","",386
"P00074872","SS00026678","C013324","",149
"P00074873","SS00026678","C013409","",671
"P00074874","SS00026678","C025597","",1196
"P00074875","SS00026679","C003966",1,43
"P00074876","SS00026679","C018991",1,22
"P00074877","SS00026679","C008418","",301
"P00074878","SS00026680","C026674",1,15
"P00074879","SS00026680","C031757","",789
"P00074880","SS00026681","C001027",1,10
"P00074881","SS00026681","C012314","",1633
"P00074882","SS00026681","C014297","",996
"P00074883","SS00026682","C014453","",1394
"P00074884","SS00026682","C028901","",1356
"P00074885","SS00026683","C014546","",116
"P00074886","SS00026683","C014362",1,43
"P00074887","SS00026683","C030121","",1248
"P00074888","SS00026684","C021543","",103
"P00074889","SS00026684","C000747","",134
"P00074890","SS00026685","C014356",1,18
"P00074891","SS00026685","C025861","",185
"P00074892","SS00026686","C026714","",2011
"P00074893","SS00026686","C011208","",712
"P00074894","SS00026687","C025061",1,18
"P00074895","SS00026687","C016902","",214
"P00074896","SS00026688","C018430","",394
"P00074897","SS00026688","C031207",1,16
"P00074898","SS00026689","C027631",1,27
"P00074899","SS00026689","C033743",1,16
"P00074900","SS00026690","C019762","",663
"P00074901","SS00026690","C006571","",771
"P00074902","SS00026691","C003889",1,43
"P00074903","SS00026691","C004767","",1916
"P00074904","SS00026692","C001462",1,40
"P00074905","SS00026692","C025845",1,29
"P00074906","SS00026693","C018411","",221
"P00074907","SS00026693","C020785","",195
"P00074908","SS00026693","C015371","",1691
"P00074909","SS00026693","C009365","",203
"P00074910","SS00026694","C013233",1,30
"P00074911","SS00026694","C021773",1,8
"P00074912","SS00026694","C005656","",1720
"P00074913","SS00026695","C025596","",201
"P00074914","SS00026695","C016774",1,7
"P00074915","SS00026695","C020779",1,33
"P00074916","SS00026695","C026465","",263
"P00074917","SS00026695","C006740","",1884
"P00074918","SS00026696","C032361",1,30
"P00074919","SS00026696","C027190","",255
"P00074920","SS00026696","C018802","",243
"P00074921","SS00026697","C004874",1,43
"P00074922","SS00026697","C000603","",895
"P00074923","SS00026698","C007158","",360
"P00074924","SS00026698","C004715","",181
"P00074925","SS00026699","C004645","",116
"P00074926","SS00026699","C030201","",190
"P00074927","SS00026700","C023713","",119
"P00074928","SS00026700","C028782","",124
"P00074929","SS00026701","C025159",1,17
"P00074930","SS00026701","C025719",1,35
"P00074931","SS00026701","C005593","",703
"P00074932","SS00026702","C024817","",265
"P00074933","SS00026702","C004801",1,9
"P00074934","SS00026702","C033323","",88
"P00074935","SS00026703","C019729","",1531
"P00074936","SS00026703","C020753",1,7
"P00074937","SS00026704","C009413","",2902
"P00074938","SS00026704","C021117","",1387
"P00074939","SS00026704","C008529","",248
"P00074940","SS00026704","C030143",1,22
"P00074941","SS00026705","C030043","",195
"P00074942","SS00026705","C025827",1,28
"P00074943","SS00026706","C032036","",227
"P00074944","SS00026706","C021538",1,9
"P00074945","SS00026707","C009861",1,6
"P00074946","SS00026707","C008894","",456
"P00074947","SS00026707","C021580","",182
"P00074948","SS00026708","C026913",1,25
"P00074949","SS00026708","C003281",1,39
"P00074950","SS00026709","C000191","",217
"P00074951","SS00026709","C012725","",1029
"P00074952","SS00026710","C022987",1,11
"P00074953","SS00026710","C032719","",205
"P00074954","SS00026711","C023190",1,18
"P00074955","SS00026711","C003678","",121
"P00074956","SS00026712","C003981","",115
"P00074957","SS00026712","C010227",1,40
"P00074958","SS00026713","C030437","",827
"P00074959","SS00026713","C016637","",209
"P00074960","SS00026714","C005789",1,43
"P00074961","SS00026714","C015553","",150
"P00074962","SS00026715","C001542","",189
"P00074963","SS00026715","C009243",1,5
"P00074964","SS00026715","C028465","",136
"P00074965","SS00026716","C026195","",158
"P00074966","SS00026716","C032045",1,25
"P00074967","SS00026716","C015945","",184
"P00074968","SS00026716","C003274","",297
"P00074969","SS00026717","C013798","",187
"P00074970","SS00026717","C005557",1,8
"P00074971","SS00026717","C023531","",225
"P00074972","SS00026718","C009467","",759
"P00074973","SS00026718","C005796",1,27
"P00074974","SS00026718","C026094",1,32
"P00074975","SS00026719","C022286","",137
"P00074976","SS00026719","C026835","",233
"P00074977","SS00026720","C020991","",196
"P00074978","SS00026720","C015902","",623
"P00074979","SS00026720","C020138",1,23
"P00074980","SS00026721","C029574","",1427
"P00074981","SS00026721","C029145",1,28
"P00074982","SS00026722","C032041","",1992
"P00074983","SS00026722","C025729","",107
"P00074984","SS00026722","C008956","",248
"P00074985","SS00026723","C011728","",2310
"P00074986","SS00026723","C013680","",385
"P00074987","SS00026724","C002236","",94
"P00074988","SS00026724","C032443","",146
"P00074989","SS00026724","C027247","",206
"P00074990","SS00026724","C008935","",100
"P00074991","SS00026725","C023799",1,31
"P00074992","SS00026725","C001437","",182
"P00074993","SS00026725","C014692",1,37
"P00074994","SS00026726","C019642","",157
"P00074995","SS00026726","C006774",1,24
"P00074996","SS00026726","C015925","",121
"P00074997","SS00026727","C033285","",231
"P00074998","SS00026727","C002060","",197
"P00074999","SS00026727","C009424","",112
"P00075000","SS00026728","C000902",1,39
"P00075001","SS00026728","C026913","",206
"P00075002","SS00026729","C020159","",1517
"P00075003","SS00026729","C013444","",752
"P00075004","SS00026730","C006446","",756
"P00075005","SS00026730","C021759","",301
"P00075006","SS00026731","C000399","",165
"P00075007","SS00026731","C022908","",191
"P00075008","SS00026732","C011578","",168
"P00075009","SS00026732","C012385",1,15
"P00075010","SS00026732","C005669","",240
"P00075011","SS00026732","C000347",1,17
"P00075012","SS00026733","C014079","",167
"P00075013","SS00026733","C027078","",1411
"P00075014","SS00026734","C020681","",939
"P00075015","SS00026734","C021380",1,31
"P00075016","SS00026735","C003489","",160
"P00075017","SS00026735","C005569","",145
"P00075018","SS00026736","C004943","",543
"P00075019","SS00026736","C000282","",1636
"P00075020","SS00026736","C027406","",229
"P00075021","SS00026736","C033256","",217
"P00075022","SS00026737","C022232",1,17
"P00075023","SS00026737","C023437",1,11
"P00075024","SS00026738","C022065","",725
"P00075025","SS00026738","C006024","",1440
"P00075026","SS00026739","C017231","",412
"P00075027","SS00026739","C016822","",147
"P00075028","SS00026740","C011414",1,13
"P00075029","SS00026740","C000343","",228
"P00075030","SS00026741","C001687",1,20
"P00075031","SS00026741","C013736","",146
"P00075032","SS00026741","C020099","",137
"P00075033","SS00026741","C016132","",177
"P00075034","SS00026742","C013636","",158
"P00075035","SS00026742","C012363",1,16
"P00075036","SS00026743","C025347",1,39
"P00075037","SS00026743","C014306","",142
"P00075038","SS00026743","C006573","",1766
"P00075039","SS00026744","C014077","",768
"P00075040","SS00026744","C016717","",181
"P00075041","SS00026744","C033709","",136
"P00075042","SS00026744","C006048",1,26
"P00075043","SS00026744","C019313","",215
"P00075044","SS00026745","C005364",1,43
"P00075045","SS00026745","C024909",1,12
"P00075046","SS00026745","C019695","",1411
"P00075047","SS00026745","C002394","",105
"P00075048","SS00026745","C025795",1,34
"P00075049","SS00026746","C017838","",198
"P00075050","SS00026746","C007031",1,34
"P00075051","SS00026746","C017257",1,29
"P00075052","SS00026747","C023973","",143
"P00075053","SS00026747","C019775",1,38
"P00075054","SS00026747","C023554",1,15
"P00075055","SS00026748","C023113","",1713
"P00075056","SS00026748","C013892",1,8
"P00075057","SS00026748","C033440",1,44
"P00075058","SS00026749","C032355","",232
"P00075059","SS00026749","C022645","",139
"P00075060","SS00026750","C013568","",255
"P00075061","SS00026750","C027633","",200
"P00075062","SS00026751","C021943","",1589
"P00075063","SS00026751","C030913",1,28
"P00075064","SS00026751","C004647","",149
"P00075065","SS00026751","C008518",1,28
"P00075066","SS00026752","C033655",1,24
"P00075067","SS00026752","C031856",1,39
"P00075068","SS00026753","C027018","",124
"P00075069","SS00026753","C016753","",138
"P00075070","SS00026753","C020684","",965
"P00075071","SS00026754","C002684","",1809
"P00075072","SS00026754","C027936","",259
"P00075073","SS00026755","C011090","",182
"P00075074","SS00026755","C007073","",220
"P00075075","SS00026755","C014585","",116
"P00075076","SS00026756","C032940","",131
"P00075077","SS00026756","C015031","",208
"P00075078","SS00026757","C033501","",142
"P00075079","SS00026757","C007845",1,34
"P00075080","SS00026758","C001024",1,25
"P00075081","SS00026758","C019813","",243
"P00075082","SS00026758","C016768","",814
"P00075083","SS00026759","C025865","",108
"P00075084","SS00026759","C027504","",222
"P00075085","SS00026760","C002300",1,5
"P00075086","SS00026760","C026049",1,38
"P00075087","SS00026761","C003522","",240
"P00075088","SS00026761","C023840","",860
"P00075089","SS00026761","C003848",1,34
"P00075090","SS00026762","C018649","",233
"P00075091","SS00026762","C007945","",1506
"P00075092","SS00026762","C003172","",125
"P00075093","SS00026763","C023495",1,31
"P00075094","SS00026763","C006995",1,10
"P00075095","SS00026764","C001345","",257
"P00075096","SS00026764","C001529",1,6
"P00075097","SS00026764","C020604","",236
"P00075098","SS00026765","C021086",1,25
"P00075099","SS00026765","C005885","",185
"P00075100","SS00026765","C017579",1,35
"P00075101","SS00026766","C007120","",195
"P00075102","SS00026766","C030249",1,24
"P00075103","SS00026766","C007368","",2338
"P00075104","SS00026766","C019371","",219
"P00075105","SS00026766","C021602","",628
"P00075106","SS00026766","C009584","",165
"P00075107","SS00026767","C031278","",532
"P00075108","SS00026767","C027663","",190
"P00075109","SS00026768","C029320","",162
"P00075110","SS00026768","C019220","",200
"P00075111","SS00026768","C002751",1,28
"P00075112","SS00026768","C008791","",147
"P00075113","SS00026768","C014221","",220
"P00075114","SS00026769","C019607","",1516
"P00075115","SS00026769","C025022","",1441
"P00075116","SS00026770","C011800","",196
"P00075117","SS00026770","C009695",1,6
"P00075118","SS00026771","C017889","",206
"P00075119","SS00026771","C021137","",184
"P00075120","SS00026772","C011914",1,44
"P00075121","SS00026772","C015326","",849
"P00075122","SS00026772","C023245","",211
"P00075123","SS00026772","C007216",1,29
"P00075124","SS00026772","C000764","",1610
"P00075125","SS00026772","C006973","",1725
"P00075126","SS00026773","C033789",1,31
"P00075127","SS00026773","C002815","",250
"P00075128","SS00026774","C001663","",143
"P00075129","SS00026774","C000142","",586
"P00075130","SS00026774","C028500",1,42
"P00075131","SS00026775","C017205",1,16
"P00075132","SS00026775","C033769","",750
"P00075133","SS00026776","C010107","",132
"P00075134","SS00026776","C010739","",171
"P00075135","SS00026776","C001595","",1607
"P00075136","SS00026776","C011238",1,27
"P00075137","SS00026776","C014668",1,43
"P00075138","SS00026777","C011814",1,21
"P00075139","SS00026777","C032268","",2075
"P00075140","SS00026777","C001727","",1327
"P00075141","SS00026778","C028482","",109
"P00075142","SS00026778","C031395","",1316
"P00075143","SS00026779","C014093",1,28
"P00075144","SS00026779","C032555","",183
"P00075145","SS00026780","C008512","",757
"P00075146","SS00026780","C023551","",185
"P00075147","SS00026780","C016123","",1112
"P00075148","SS00026781","C001525","",209
"P00075149","SS00026781","C005411","",954
"P00075150","SS00026782","C025521","",1398
"P00075151","SS00026782","C022984","",1738
"P00075152","SS00026782","C028741","",1558
"P00075153","SS00026782","C021559","",189
"P00075154","SS00026783","C001592",1,15
"P00075155","SS00026783","C014812","",131
"P00075156","SS00026784","C031092","",170
"P00075157","SS00026784","C012789","",196
"P00075158","SS00026784","C021318","",255
"P00075159","SS00026784","C020219","",1075
"P00075160","SS00026785","C004015","",218
"P00075161","SS00026785","C026632","",180
"P00075162","SS00026785","C029366","",2186
"P00075163","SS00026786","C018978","",721
"P00075164","SS00026786","C032790","",242
"P00075165","SS00026786","C030984","",153
"P00075166","SS00026787","C022863","",1467
"P00075167","SS00026787","C017989","",136
"P00075168","SS00026787","C011425","",142
"P00075169","SS00026787","C017137","",104
"P00075170","SS00026788","C019466","",258
"P00075171","SS00026788","C029871","",90
"P00075172","SS00026788","C029187","",144
"P00075173","SS00026789","C017078","",133
"P00075174","SS00026789","C012746","",177
"P00075175","SS00026790","C000479","",478
"P00075176","SS00026790","C009661","",1632
"P00075177","SS00026791","C006700","",120
"P00075178","SS00026791","C017977","",137
"P00075179","SS00026791","C021178","",122
"P00075180","SS00026792","C011868","",1818
"P00075181","SS00026792","C011428","",147
"P00075182","SS00026792","C014460","",1259
"P00075183","SS00026792","C006269","",174
"P00075184","SS00026792","C031394","",1370
"P00075185","SS00026793","C031842","",101
"P00075186","SS00026793","C017179","",614
"P00075187","SS00026794","C016122",1,37
"P00075188","SS00026794","C005304",1,9
"P00075189","SS00026794","C026033",1,42
"P00075190","SS00026795","C000731","",192
"P00075191","SS00026795","C024867","",169
"P00075192","SS00026796","C030543","",128
"P00075193","SS00026796","C018901",1,18
"P00075194","SS00026796","C011888","",206
"P00075195","SS00026796","C009774","",187
"P00075196","SS00026797","C003836",1,21
"P00075197","SS00026797","C028542","",213
"P00075198","SS00026798","C033524",1,6
"P00075199","SS00026798","C021836","",149
"P00075200","SS00026798","C013004",1,31
"P00075201","SS00026799","C011446","",203
"P00075202","SS00026799","C031438","",225
"P00075203","SS00026799","C031832","",2543
"P00075204","SS00026800","C006265",1,11
"P00075205","SS00026800","C009701","",231
"P00075206","SS00026800","C006015","",668
"P00075207","SS00026800","C028785","",654
"P00075208","SS00026801","C020872","",162
"P00075209","SS00026801","C003216",1,11
"P00075210","SS00026801","C001173","",273
"P00075211","SS00026801","C006973","",871
"P00075212","SS00026802","C022595",1,25
"P00075213","SS00026802","C018625","",196
"P00075214","SS00026803","C031107",1,20
"P00075215","SS00026803","C009023","",1938
"P00075216","SS00026804","C013747",1,26
"P00075217","SS00026804","C002672",1,24
"P00075218","SS00026804","C015146",1,33
"P00075219","SS00026805","C003440","",167
"P00075220","SS00026805","C033796",1,35
"P00075221","SS00026806","C005098",1,44
"P00075222","SS00026806","C030142","",1431
"P00075223","SS00026806","C020832","",157
"P00075224","SS00026807","C019777",1,11
"P00075225","SS00026807","C002685","",228
"P00075226","SS00026808","C031347","",1351
"P00075227","SS00026808","C014042",1,42
"P00075228","SS00026808","C014702","",137
"P00075229","SS00026809","C027233",1,7
"P00075230","SS00026809","C019690","",129
"P00075231","SS00026810","C030284","",339
"P00075232","SS00026810","C000439","",143
"P00075233","SS00026810","C004352",1,40
"P00075234","SS00026810","C000233","",174
"P00075235","SS00026810","C004613",1,6
"P00075236","SS00026811","C017147","",1835
"P00075237","SS00026811","C030288",1,20
"P00075238","SS00026812","C031351","",141
"P00075239","SS00026812","C020000","",1244
"P00075240","SS00026812","C012522","",199
"P00075241","SS00026812","C010662","",1120
"P00075242","SS00026813","C004025","",202
"P00075243","SS00026813","C022458","",236
"P00075244","SS00026813","C027673",1,39
"P00075245","SS00026814","C023621","",151
"P00075246","SS00026814","C023610","",1196
"P00075247","SS00026815","C030823","",234
"P00075248","SS00026815","C003621","",246
"P00075249","SS00026816","C019664","",570
"P00075250","SS00026816","C032425","",1225
"P00075251","SS00026817","C028693","",280
"P00075252","SS00026817","C004965",1,43
"P00075253","SS00026817","C006859","",117
"P00075254","SS00026818","C033739","",1448
"P00075255","SS00026818","C015363","",240
"P00075256","SS00026818","C025310",1,30
"P00075257","SS00026819","C011036","",1754
"P00075258","SS00026819","C027100","",231
"P00075259","SS00026819","C000922",1,10
"P00075260","SS00026819","C008429",1,17
"P00075261","SS00026819","C017292","",1057
"P00075262","SS00026820","C017844","",1829
"P00075263","SS00026820","C004477","",261
"P00075264","SS00026820","C021241","",1743
"P00075265","SS00026820","C023031",1,33
"P00075266","SS00026821","C009472","",852
"P00075267","SS00026821","C003458","",109
"P00075268","SS00026822","C030637","",188
"P00075269","SS00026822","C021703",1,14
"P00075270","SS00026823","C013190",1,20
"P00075271","SS00026823","C023599","",667
"P00075272","SS00026823","C024413",1,15
"P00075273","SS00026823","C021145","",289
"P00075274","SS00026824","C016687",1,26
"P00075275","SS00026824","C006747","",210
"P00075276","SS00026825","C024984","",158
"P00075277","SS00026825","C029100",1,32
"P00075278","SS00026825","C022331","",245
"P00075279","SS00026826","C030462","",466
"P00075280","SS00026826","C001596","",378
"P00075281","SS00026827","C001603","",1018
"P00075282","SS00026827","C026443","",1030
"P00075283","SS00026827","C027821",1,44
"P00075284","SS00026828","C003450","",995
"P00075285","SS00026828","C026289","",358
"P00075286","SS00026828","C017560","",187
"P00075287","SS00026829","C033473","",179
"P00075288","SS00026829","C022845",1,34
"P00075289","SS00026829","C002905","",1621
"P00075290","SS00026829","C000270","",108
"P00075291","SS00026830","C010729","",238
"P00075292","SS00026830","C033741","",665
"P00075293","SS00026830","C008354","",166
"P00075294","SS00026830","C015155","",856
"P00075295","SS00026831","C008425","",125
"P00075296","SS00026831","C023043",1,32
"P00075297","SS00026831","C021891","",127
"P00075298","SS00026832","C025920","",153
"P00075299","SS00026832","C021858",1,44
"P00075300","SS00026833","C025804",1,19
"P00075301","SS00026833","C027903",1,7
"P00075302","SS00026833","C015551","",276
"P00075303","SS00026833","C008413","",613
"P00075304","SS00026833","C010212",1,30
"P00075305","SS00026834","C013965","",191
"P00075306","SS00026834","C001401",1,7
"P00075307","SS00026835","C033026","",172
"P00075308","SS00026835","C008212","",175
"P00075309","SS00026836","C027051","",196
"P00075310","SS00026836","C011814","",2011
"P00075311","SS00026837","C016091","",794
"P00075312","SS00026837","C032982","",197
"P00075313","SS00026838","C016815","",211
"P00075314","SS00026838","C017583",1,35
"P00075315","SS00026838","C025925","",725
"P00075316","SS00026838","C016943","",1432
"P00075317","SS00026838","C017874",1,13
"P00075318","SS00026839","C028689",1,18
"P00075319","SS00026839","C001603",1,17
"P00075320","SS00026840","C006425","",1957
"P00075321","SS00026840","C012590","",165
"P00075322","SS00026840","C009314",1,44
"P00075323","SS00026841","C001209",1,26
"P00075324","SS00026841","C001437","",206
"P00075325","SS00026842","C013860","",1503
"P00075326","SS00026842","C007574",1,20
"P00075327","SS00026842","C022634",1,15
"P00075328","SS00026843","C020272","",695
"P00075329","SS00026843","C004233","",154
"P00075330","SS00026843","C012381","",135
"P00075331","SS00026844","C003407",1,26
"P00075332","SS00026844","C009386","",181
"P00075333","SS00026844","C002172","",1121
"P00075334","SS00026844","C015941","",1230
"P00075335","SS00026845","C022402","",1111
"P00075336","SS00026845","C008901","",173
"P00075337","SS00026845","C020272","",2538
"P00075338","SS00026846","C002910",1,16
"P00075339","SS00026846","C015768","",122
"P00075340","SS00026846","C026675","",353
"P00075341","SS00026847","C005825","",2460
"P00075342","SS00026847","C032510","",381
"P00075343","SS00026848","C004053",1,25
"P00075344","SS00026848","C015038","",403
"P00075345","SS00026848","C029749","",1335
"P00075346","SS00026849","C013857","",1451
"P00075347","SS00026849","C017682","",1446
"P00075348","SS00026849","C030468","",179
"P00075349","SS00026850","C028691","",147
"P00075350","SS00026850","C031762","",400
"P00075351","SS00026850","C004833","",151
"P00075352","SS00026851","C002757",1,41
"P00075353","SS00026851","C029600","",188
"P00075354","SS00026851","C032472",1,40
"P00075355","SS00026852","C033783","",2325
"P00075356","SS00026852","C021255","",1409
"P00075357","SS00026852","C001691","",650
"P00075358","SS00026853","C021219","",1943
"P00075359","SS00026853","C003731","",105
"P00075360","SS00026854","C013325",1,32
"P00075361","SS00026854","C023769","",224
"P00075362","SS00026854","C025578","",1189
"P00075363","SS00026855","C012250","",154
"P00075364","SS00026855","C027676","",205
"P00075365","SS00026856","C025778","",161
"P00075366","SS00026856","C016508","",213
"P00075367","SS00026857","C007497",1,24
"P00075368","SS00026857","C020786","",284
"P00075369","SS00026857","C003534",1,41
"P00075370","SS00026858","C018469","",404
"P00075371","SS00026858","C030189","",162
"P00075372","SS00026859","C028986","",1027
"P00075373","SS00026859","C018989","",269
"P00075374","SS00026860","C031827","",708
"P00075375","SS00026860","C026192","",227
"P00075376","SS00026860","C013714","",1629
"P00075377","SS00026860","C014589","",2123
"P00075378","SS00026861","C033219","",193
"P00075379","SS00026861","C007746","",1910
"P00075380","SS00026861","C028582","",1438
"P00075381","SS00026862","C002344","",265
"P00075382","SS00026862","C018605","",279
"P00075383","SS00026862","C005465","",210
"P00075384","SS00026862","C031247","",889
"P00075385","SS00026863","C005097","",117
"P00075386","SS00026863","C016654",1,44
"P00075387","SS00026864","C020213","",1197
"P00075388","SS00026864","C002111",1,29
"P00075389","SS00026864","C003916",1,38
"P00075390","SS00026864","C027168",1,18
"P00075391","SS00026864","C028046","",255
"P00075392","SS00026865","C023960","",194
"P00075393","SS00026865","C024518","",216
"P00075394","SS00026865","C021981","",251
"P00075395","SS00026865","C001847","",580
"P00075396","SS00026865","C029201","",334
"P00075397","SS00026866","C028860","",135
"P00075398","SS00026866","C026847","",2055
"P00075399","SS00026866","C024727","",280
"P00075400","SS00026867","C001470","",220
"P00075401","SS00026867","C012928","",171
"P00075402","SS00026868","C033429","",157
"P00075403","SS00026868","C032324","",202
"P00075404","SS00026868","C004643","",1899
"P00075405","SS00026868","C016020","",217
"P00075406","SS00026869","C021662",1,16
"P00075407","SS00026869","C013165","",910
"P00075408","SS00026870","C003064","",129
"P00075409","SS00026870","C023289","",235
"P00075410","SS00026870","C008501","",169
"P00075411","SS00026871","C011875","",91
"P00075412","SS00026871","C003366","",587
"P00075413","SS00026871","C021926","",115
"P00075414","SS00026872","C017372",1,14
"P00075415","SS00026872","C003723","",104
"P00075416","SS00026873","C013874","",143
"P00075417","SS00026873","C011143","",1184
"P00075418","SS00026873","C032497","",2757
"P00075419","SS00026873","C028325","",523
"P00075420","SS00026874","C028744",1,26
"P00075421","SS00026874","C012714",1,8
"P00075422","SS00026874","C015933","",1791
"P00075423","SS00026874","C018432","",2006
"P00075424","SS00026875","C010998","",882
"P00075425","SS00026875","C007634",1,5
"P00075426","SS00026875","C011081","",230
"P00075427","SS00026876","C004847","",329
"P00075428","SS00026876","C013228","",775
"P00075429","SS00026877","C002732","",1616
"P00075430","SS00026877","C031305","",1503
"P00075431","SS00026878","C017048","",166
"P00075432","SS00026878","C007479",1,41
"P00075433","SS00026878","C027194","",502
"P00075434","SS00026878","C011992",1,16
"P00075435","SS00026878","C001665","",903
"P00075436","SS00026879","C018863",1,12
"P00075437","SS00026879","C015648","",1069
"P00075438","SS00026880","C004539","",104
